1000000,Army_Camp
1000001,Town_Hall
1000002,Elixir_Collector
1000003,Elixir_Storage
1000004,Gold_Mine
1000005,Gold_Storage
1000006,Barracks
1000007,Laboratory
1000008,Cannon
1000009,Archer_Tower
1000010,Wall
1000011,Wizard_Tower
1000012,Air_Defense
1000013,Mortar
1000014,Clan_Castle
1000015,Builder%27s_Hut
1000019,Hidden_Tesla
1000020,Spell_Factory
1000021,X-Bow
1000023,Dark_Elixir_Drill
1000024,Dark_Elixir_Storage
1000026,Dark_Barracks
1000027,Inferno_Tower
1000028,Air_Sweeper
1000029,Dark_Spell_Factory
1000031,Eagle_Artillery
1000032,Bomb_Tower
1000059,Workshop
1000067,Scattershot
1000068,Pet_House
1000070,Blacksmith
1000071,Hero_Hall
1000072,Spell_Tower
1000077,Monolith
1000079,Multi-Gear_Tower
1000084,Multi-Archer_Tower
1000085,Ricochet_Cannon
1000089,Firespitter
0,Revenge_Tower
0,Super_Wizard_Tower
12000000,Bomb
12000001,Spring_Trap
12000002,Giant_Bomb
12000005,Air_Bomb
12000006,Seeking_Air_Mine
12000008,Skeleton_Trap
12000016,Tornado_Trap
12000020,Giga_Bomb
4000000,Barbarian
4000001,Archer
4000002,Goblin
4000003,Giant
4000004,Wall_Breaker
4000005,Balloon
4000006,Wizard
4000007,Healer
4000008,Dragon
4000009,P.E.K.K.A
4000010,Minion
4000011,Hog_Rider
4000012,Valkyrie
4000013,Golem
4000015,Witch
4000017,Lava_Hound
4000022,Bowler
4000023,Baby_Dragon
4000024,Miner
4000053,Yeti
4000058,Ice_Golem
4000059,Electro_Dragon
4000065,Dragon_Rider
4000082,Headhunter
4000095,Electro_Titan
4000097,Apprentice_Warden
4000110,Root_Rider
4000123,Druid
4000132,Thrower
4000150,Furnace
4000177,Meteor_Golem
4000051,Wall_Wrecker
4000052,Battle_Blimp
4000062,Stone_Slammer
4000075,Siege_Barracks
4000087,Log_Launcher
4000091,Flame_Flinger
4000092,Battle_Drill
4000135,Troop_Launcher
28000000,Barbarian_King
28000001,Archer_Queen
28000002,Grand_Warden
28000004,Royal_Champion
28000006,Minion_Prince
28000007,Dragon_Duke
26000000,Lightning_Spell
26000001,Heal_Spell
26000002,Rage_Spell
26000003,Jump_Spell
26000005,Freeze_Spell
26000009,Poison_Spell
26000010,Earthquake_Spell
26000011,Haste_Spell
26000016,Clone_Spell
26000017,Skeleton_Spell
26000028,Bat_Spell
26000035,Invisibility_Spell
26000053,Recall_Spell
26000070,Overgrowth_Spell
26000098,null
26000109,null
26000120,Totem_Spell
73000000,L.A.S.S.I
73000001,Electro_Owl
73000002,Mighty_Yak
73000003,Unicorn
73000004,Phoenix
73000007,Poison_Lizard
73000008,Diggy
73000009,Frosty
73000010,Spirit_Fox
73000011,Angry_Jelly
73000016,Sneezy
0,Greedy_Raven
90000000,Barbarian_Puppet
90000001,Rage_Vial
90000002,Archer_Puppet
90000003,Invisibility_Vial
90000004,Eternal_Tome
90000005,Life_Gem
90000006,Seeking_Shield
90000007,Royal_Gem
90000008,Earthquake_Boots
90000009,Hog_Rider_Puppet
90000010,Giant_Gauntlet
90000011,Vampstache
90000012,null
90000013,Rocket_Spear
90000014,Spiky_Ball
90000015,Frozen_Arrow
90000017,Giant_Arrow
90000019,Heroic_Torch
90000020,Healer_Puppet
90000022,Fireball
90000024,Rage_Gem
90000032,Snake_Bracelet
90000034,Healing_Tome
90000035,Dark_Crown
90000039,Magic_Mirror
90000040,Electro_Boots
90000041,Lavaloon_Puppet
90000042,Henchmen_Puppet
90000043,Dark_Orb
90000044,Metal_Pants
90000047,Noble_Iron
90000048,Action_Figure
90000049,Meteor_Staff
90000050,Frost_Flake
90000051,Fire_Heart
90000052,Stick_Horse
90000053,Rocket_Backpack
90000056,null
90000057,Flame_Blower
